Id,SalePrice
1461,119676.75
1462,154502.55
1463,198652.61
1464,217224.17
1465,177444.06
1466,193116.3
1467,194940.92
1468,187290.48
1469,195444.12
1470,123909.35
1471,195942.72
1472,102954.766
1473,105623.1
1474,150046.28
1475,92709.28
1476,306543.06
1477,247176.53
1478,281964.7
1479,270565.1
1480,401806.56
1481,298994.3
1482,211192.7
1483,192434.2
1484,176536.94
1485,201934.4
1486,211467.81
1487,291126.75
1488,244448.39
1489,197428.12
1490,237145.58
1491,210109.69
1492,83253.984
1493,196262.52
1494,275485.38
1495,270522.4
1496,218452.38
1497,172249.25
1498,162884.73
1499,164935.55
1500,169953.47
1501,206619.83
1502,158518.75
1503,267511.28
1504,245128.55
1505,237938.83
1506,205924.55
1507,254196.5
1508,205499.03
1509,163690.25
1510,171755.17
1511,147419.56
1512,192500.28
1513,151092.39
1514,168751.97
1515,211452.27
1516,163159.66
1517,166222.61
1518,135941.8
1519,238320.69
1520,128082.664
1521,130259.84
1522,202487.23
1523,95237.91
1524,96584.26
1525,109188.586
1526,101405.234
1527,111843.26
1528,134774.77
1529,140333.72
1530,211326.56
1531,142671.0
1532,94507.66
1533,137548.22
1534,113016.484
1535,155786.69
1536,102472.16
1537,84928.67
1538,153537.5
1539,189184.81
1540,110649.44
1541,143966.27
1542,133169.23
1543,169810.02
1544,73399.914
1545,94013.99
1546,141657.9
1547,135977.47
1548,120884.03
1549,122062.555
1550,137181.84
1551,108197.164
1552,141725.36
1553,149289.69
1554,98675.36
1555,187157.19
1556,75712.97
1557,88918.086
1558,83587.914
1559,80358.66
1560,119236.31
1561,136121.31
1562,127218.93
1563,117613.92
1564,170488.98
1565,162734.3
1566,231091.92
1567,82811.41
1568,247032.7
1569,146009.75
1570,144701.03
1571,115606.03
1572,146730.53
1573,221069.56
1574,142931.34
1575,232567.88
1576,261070.19
1577,194087.42
1578,145332.2
1579,147851.52
1580,205342.42
1581,158064.23
1582,129755.65
1583,299163.44
1584,239067.03
1585,155376.53
1586,62338.12
1587,90011.63
1588,144846.55
1589,108347.766
1590,131855.05
1591,83230.0
1592,140730.33
1593,123301.055
1594,107520.73
1595,119894.06
1596,212449.14
1597,186250.22
1598,199107.0
1599,165861.45
1600,171818.16
1601,46927.03
1602,111461.16
1603,56491.098
1604,242556.73
1605,248952.44
1606,173741.73
1607,183818.58
1608,236231.83
1609,189689.4
1610,172107.64
1611,156568.7
1612,194019.08
1613,203794.28
1614,124495.31
1615,83522.875
1616,71491.74
1617,88368.93
1618,115644.05
1619,148558.06
1620,200115.34
1621,142977.6
1622,146775.66
1623,247045.84
1624,239650.47
1625,111338.69
1626,207763.97
1627,210155.89
1628,267546.62
1629,184394.83
1630,282187.56
1631,204765.14
1632,216511.1
1633,186199.78
1634,209403.97
1635,195343.89
1636,175662.72
1637,217344.58
1638,218012.78
1639,208146.48
1640,244201.78
1641,194595.33
1642,230913.62
1643,222350.62
1644,228854.61
1645,224322.84
1646,176470.47
1647,168557.27
1648,138598.06
1649,144761.73
1650,136611.83
1651,134196.72
1652,107872.08
1653,103606.266
1654,152511.17
1655,123074.83
1656,144974.55
1657,152895.28
1658,153119.22
1659,106110.055
1660,165789.62
1661,374234.44
1662,310574.62
1663,316872.75
1664,378471.38
1665,286243.1
1666,303496.6
1667,314102.06
1668,296328.72
1669,266531.3
1670,297726.34
1671,276793.4
1672,358209.03
1673,288127.1
1674,259067.47
1675,208933.48
1676,206328.6
1677,226976.23
1678,374444.38
1679,329254.72
1680,273489.22
1681,236435.23
1682,299502.84
1683,204702.1
1684,201046.39
1685,195321.31
1686,183803.62
1687,184448.88
1688,216632.28
1689,214882.6
1690,217430.53
1691,208223.77
1692,253749.5
1693,174077.73
1694,199640.61
1695,176066.95
1696,268079.78
1697,180700.56
1698,318043.8
1699,288467.25
1700,257024.66
1701,268440.2
1702,254374.4
1703,262224.1
1704,272043.75
1705,244962.92
1706,339648.44
1707,216152.56
1708,216261.78
1709,270892.22
1710,230195.81
1711,266549.7
1712,259409.86
1713,266815.47
1714,223135.69
1715,205647.22
1716,196111.97
1717,192704.06
1718,138423.53
1719,215468.6
1720,229414.9
1721,187704.73
1722,132677.69
1723,179819.17
1724,217352.44
1725,234372.69
1726,191759.34
1727,159863.25
1728,187769.84
1729,171943.8
1730,155741.67
1731,118141.41
1732,149176.3
1733,110161.73
1734,117745.95
1735,128096.21
1736,100365.086
1737,289591.9
1738,239831.25
1739,256691.22
1740,237286.61
1741,209676.39
1742,182210.47
1743,186262.52
1744,281480.44
1745,208690.44
1746,193557.36
1747,221642.3
1748,233907.66
1749,167887.03
1750,138334.53
1751,256607.72
1752,104285.58
1753,165207.03
1754,214820.22
1755,179704.38
1756,143566.08
1757,106708.02
1758,167446.23
1759,179585.94
1760,188527.64
1761,188562.9
1762,177221.27
1763,176669.73
1764,107899.32
1765,162748.61
1766,201349.11
1767,239806.0
1768,143210.17
1769,172727.62
1770,157674.45
1771,111893.1
1772,126996.055
1773,138766.1
1774,173220.78
1775,126555.77
1776,120633.11
1777,96156.54
1778,132039.58
1779,119769.69
1780,170513.75
1781,117162.11
1782,84127.29
1783,157005.3
1784,97989.3
1785,119324.22
1786,156228.88
1787,167821.84
1788,57018.0
1789,103628.055
1790,85378.29
1791,227976.53
1792,162403.69
1793,139920.86
1794,159714.31
1795,122952.875
1796,114041.65
1797,137550.9
1798,110909.86
1799,95078.99
1800,110758.375
1801,138014.19
1802,150722.81
1803,166532.78
1804,141797.97
1805,136872.12
1806,114905.69
1807,136002.14
1808,131538.47
1809,118851.164
1810,142443.08
1811,73086.33
1812,87022.38
1813,110863.695
1814,81175.766
1815,43897.492
1816,81362.48
1817,127270.05
1818,148509.92
1819,126583.88
1820,64242.676
1821,95366.234
1822,152386.42
1823,36124.586
1824,132679.97
1825,140097.56
1826,95031.05
1827,96520.23
1828,134392.88
1829,157286.55
1830,140080.77
1831,140391.33
1832,97844.06
1833,130926.875
1834,111355.914
1835,140449.72
1836,106277.016
1837,78829.24
1838,100964.484
1839,84760.69
1840,155248.17
1841,126133.29
1842,94305.88
1843,160512.2
1844,130148.266
1845,158047.44
1846,149336.34
1847,179237.69
1848,35268.406
1849,114256.445
1850,111370.78
1851,135191.19
1852,130789.01
1853,136161.05
1854,164185.67
1855,151077.1
1856,241167.77
1857,140694.45
1858,135942.17
1859,109631.83
1860,165342.62
1861,110219.02
1862,312337.1
1863,307789.97
1864,307806.34
1865,295532.5
1866,299357.66
1867,244940.62
1868,290024.7
1869,220136.06
1870,235126.45
1871,252782.08
1872,199968.6
1873,244460.16
1874,155546.6
1875,206789.5
1876,221193.16
1877,218050.98
1878,225875.97
1879,128851.93
1880,136527.83
1881,261093.94
1882,254122.73
1883,198628.0
1884,210268.7
1885,235516.95
1886,268385.78
1887,230538.92
1888,269194.7
1889,196494.88
1890,140663.31
1891,137513.1
1892,86668.6
1893,119487.58
1894,131643.73
1895,143063.44
1896,119238.805
1897,124876.71
1898,114911.15
1899,141616.77
1900,130376.54
1901,156713.53
1902,146378.33
1903,195165.66
1904,129567.35
1905,196206.38
1906,151739.2
1907,213912.61
1908,116676.72
1909,147771.31
1910,129540.11
1911,219181.69
1912,271533.22
1913,197233.69
1914,51441.605
1915,252898.23
1916,43204.523
1917,242794.95
1918,142915.0
1919,186953.11
1920,179856.98
1921,323660.5
1922,277402.44
1923,216977.6
1924,258876.1
1925,220573.5
1926,313422.44
1927,131829.73
1928,179911.52
1929,107353.47
1930,123934.945
1931,153757.62
1932,149080.28
1933,180074.47
1934,196560.5
1935,195598.16
1936,197478.47
1937,201359.4
1938,189425.67
1939,217602.23
1940,180411.38
1941,192395.64
1942,193423.72
1943,194550.12
1944,299257.7
1945,297180.72
1946,156618.58
1947,250381.75
1948,188313.9
1949,231344.95
1950,195648.38
1951,255066.12
1952,219929.05
1953,204165.47
1954,202586.75
1955,137640.28
1956,289577.94
1957,171182.3
1958,288039.03
1959,154296.88
1960,101219.97
1961,124098.125
1962,95780.31
1963,116065.234
1964,117787.234
1965,138168.58
1966,127229.63
1967,276167.0
1968,348701.6
1969,317131.94
1970,345236.75
1971,367457.72
1972,321869.75
1973,264765.22
1974,298398.03
1975,370299.88
1976,275549.47
1977,332819.22
1978,312195.72
1979,285925.38
1980,212800.1
1981,298408.7
1982,219795.83
1983,205816.02
1984,180379.56
1985,237465.52
1986,230776.78
1987,191112.1
1988,203850.84
1989,211533.7
1990,230854.84
1991,229142.5
1992,236918.62
1993,192724.78
1994,228258.62
1995,203494.25
1996,276111.3
1997,282891.0
1998,295630.2
1999,273466.9
2000,285252.94
2001,275312.5
2002,247781.7
2003,262206.16
2004,279508.53
2005,224177.28
2006,217891.5
2007,259802.73
2008,220434.92
2009,206600.81
2010,210081.11
2011,148293.72
2012,186728.92
2013,185205.55
2014,197305.86
2015,201108.95
2016,206904.1
2017,199378.52
2018,123872.055
2019,144353.08
2020,95588.83
2021,92496.7
2022,202494.02
2023,144892.61
2024,283882.88
2025,318900.94
2026,172589.0
2027,169477.95
2028,159551.66
2029,173220.52
2030,244098.89
2031,225635.33
2032,224023.72
2033,232263.25
2034,173198.42
2035,234095.97
2036,210708.5
2037,209822.31
2038,244442.67
2039,186988.03
2040,299428.4
2041,254336.12
2042,217182.84
2043,177676.23
2044,197089.12
2045,198127.94
2046,143925.34
2047,146384.97
2048,149465.6
2049,165715.12
2050,163436.7
2051,91125.22
2052,134535.88
2053,151823.75
2054,64560.543
2055,157254.1
2056,154566.0
2057,112196.125
2058,238458.16
2059,153405.38
2060,184839.47
2061,190675.36
2062,122918.805
2063,99987.66
2064,145358.56
2065,109200.53
2066,189852.28
2067,145489.03
2068,151981.36
2069,63120.08
2070,90995.41
2071,108556.266
2072,169045.44
2073,145117.69
2074,187804.25
2075,152744.98
2076,119807.45
2077,151929.52
2078,113909.98
2079,139028.53
2080,101572.375
2081,107836.36
2082,139996.55
2083,137032.31
2084,91333.89
2085,111469.43
2086,148938.86
2087,126945.18
2088,102684.4
2089,70955.66
2090,121326.59
2091,98852.586
2092,146417.5
2093,107507.375
2094,111180.21
2095,134709.48
2096,68101.44
2097,94987.02
2098,146020.66
2099,44285.89
2100,103748.99
2101,123141.625
2102,119337.46
2103,92826.44
2104,120665.08
2105,129016.92
2106,56776.46
2107,216795.66
2108,116865.44
2109,108852.65
2110,127628.2
2111,135106.16
2112,136157.88
2113,108339.94
2114,109608.77
2115,147622.11
2116,116162.31
2117,155897.25
2118,104224.8
2119,92031.35
2120,111541.68
2121,85903.18
2122,116516.54
2123,76213.8
2124,154870.98
2125,151256.95
2126,175541.84
2127,159231.22
2128,115374.555
2129,82052.82
2130,131165.38
2131,165895.4
2132,116385.48
2133,134230.88
2134,131631.66
2135,103350.836
2136,46840.586
2137,117834.53
2138,137413.88
2139,162445.8
2140,141969.06
2141,143076.38
2142,129521.945
2143,141105.56
2144,99540.38
2145,147795.67
2146,156511.25
2147,181419.14
2148,142991.22
2149,145959.62
2150,224849.03
2151,103372.516
2152,159930.02
2153,182809.48
2154,90536.984
2155,149408.53
2156,251865.11
2157,253172.73
2158,236663.34
2159,214886.6
2160,199771.08
2161,251766.06
2162,346081.2
2163,321715.5
2164,243464.7
2165,183190.03
2166,165577.89
2167,228640.94
2168,207754.7
2169,200240.98
2170,216760.16
2171,156474.25
2172,154710.97
2173,167830.39
2174,238899.16
2175,273890.16
2176,275877.75
2177,238359.92
2178,227290.64
2179,151469.47
2180,225344.4
2181,201038.45
2182,229432.92
2183,201230.34
2184,127956.95
2185,129012.39
2186,157302.08
2187,165217.25
2188,158321.48
2189,303882.34
2190,49238.15
2191,51806.36
2192,70645.766
2193,100826.89
2194,99990.516
2195,95970.9
2196,91499.07
2197,114573.14
2198,147212.61
2199,183522.1
2200,139195.72
2201,146821.97
2202,164567.88
2203,156988.16
2204,161013.23
2205,103643.73
2206,137300.38
2207,188109.38
2208,238942.88
2209,212824.0
2210,122606.7
2211,105923.234
2212,110388.37
2213,91634.484
2214,144496.08
2215,98205.42
2216,148785.84
2217,42803.83
2218,60807.59
2219,60274.96
2220,56751.535
2221,255402.11
2222,242164.78
2223,281125.7
2224,235398.19
2225,136114.02
2226,217828.44
2227,211245.66
2228,258614.36
2229,249032.25
2230,165749.5
2231,220259.16
2232,205853.97
2233,202198.45
2234,250020.62
2235,226082.3
2236,262300.84
2237,318100.25
2238,218591.84
2239,113263.38
2240,170254.39
2241,173799.95
2242,136301.75
2243,134744.88
2244,107410.21
2245,97950.39
2246,132712.94
2247,118189.8
2248,118644.9
2249,123333.48
2250,132105.98
2251,115094.08
2252,199796.98
2253,169605.23
2254,188110.62
2255,215514.5
2256,178694.14
2257,229361.69
2258,171829.7
2259,199061.33
2260,167048.14
2261,184651.75
2262,183132.58
2263,312324.4
2264,387501.97
2265,204033.39
2266,249218.02
2267,320169.8
2268,317226.94
2269,163796.1
2270,205779.06
2271,223033.84
2272,226514.86
2273,178210.55
2274,210657.62
2275,188007.75
2276,182668.75
2277,202429.88
2278,166238.22
2279,120849.61
2280,102504.41
2281,182340.58
2282,191690.78
2283,114664.34
2284,120600.44
2285,123010.7
2286,125073.664
2287,302051.34
2288,269907.84
2289,315375.0
2290,351115.6
2291,293986.66
2292,345465.28
2293,359673.53
2294,324187.72
2295,370100.5
2296,280705.56
2297,296525.12
2298,301990.12
2299,328307.6
2300,302820.94
2301,281315.3
2302,252831.48
2303,240918.28
2304,242021.88
2305,205200.42
2306,202010.67
2307,214694.66
2308,218190.77
2309,252453.14
2310,211239.17
2311,217108.22
2312,194638.56
2313,194753.16
2314,182406.11
2315,199171.12
2316,212694.55
2317,202488.94
2318,195620.56
2319,195336.86
2320,189966.52
2321,242746.81
2322,199317.12
2323,186212.75
2324,204381.4
2325,223546.77
2326,192635.86
2327,216876.86
2328,232002.55
2329,207705.53
2330,210358.92
2331,322764.53
2332,321146.12
2333,289811.3
2334,255697.9
2335,266865.72
2336,293652.0
2337,207161.03
2338,267553.12
2339,232179.84
2340,326689.7
2341,248481.64
2342,236335.42
2343,241888.9
2344,225586.92
2345,234049.66
2346,213379.08
2347,207966.86
2348,233436.69
2349,194566.38
2350,285028.88
2351,242289.34
2352,251199.47
2353,271439.6
2354,145351.94
2355,146433.4
2356,171733.62
2357,207552.7
2358,199283.53
2359,142908.52
2360,115399.61
2361,161071.92
2362,255505.75
2363,138162.45
2364,175624.67
2365,217648.95
2366,192633.58
2367,205944.3
2368,215274.92
2369,206004.14
2370,184528.75
2371,165364.33
2372,202692.2
2373,264322.62
2374,289150.94
2375,204856.38
2376,281221.75
2377,282326.06
2378,161225.6
2379,232967.67
2380,145207.17
2381,197942.9
2382,217061.2
2383,216783.08
2384,250378.97
2385,175562.94
2386,135633.62
2387,133902.86
2388,99616.625
2389,126260.71
2390,146484.28
2391,151243.42
2392,105353.95
2393,170791.48
2394,144540.95
2395,218168.86
2396,141916.66
2397,217781.47
2398,140641.02
2399,48737.066
2400,50157.113
2401,106353.58
2402,138591.16
2403,155588.38
2404,156334.42
2405,175179.28
2406,141448.86
2407,125237.53
2408,157195.77
2409,125066.016
2410,194482.06
2411,108431.805
2412,159235.03
2413,125875.84
2414,142314.89
2415,148015.39
2416,116167.73
2417,107661.305
2418,125762.945
2419,135818.48
2420,129344.42
2421,149517.81
2422,118047.84
2423,126996.125
2424,168098.31
2425,262343.97
2426,151645.19
2427,122310.97
2428,197765.97
2429,100010.195
2430,130390.02
2431,127535.89
2432,141168.02
2433,138992.2
2434,137957.94
2435,160951.1
2436,94632.5
2437,95579.54
2438,122735.586
2439,115109.234
2440,120546.516
2441,96263.78
2442,99293.51
2443,134206.5
2444,151735.78
2445,67307.01
2446,135680.08
2447,192867.47
2448,130449.984
2449,100856.66
2450,162017.34
2451,142097.88
2452,186999.45
2453,76842.55
2454,124094.86
2455,132064.23
2456,115571.81
2457,114027.4
2458,119536.17
2459,87067.47
2460,158581.8
2461,114077.6
2462,128737.45
2463,113804.98
2464,177504.7
2465,129289.8
2466,116096.805
2467,158925.3
2468,81141.42
2469,71402.28
2470,215681.81
2471,200133.7
2472,171391.08
2473,110812.78
2474,86640.984
2475,218617.88
2476,95491.09
2477,117385.02
2478,166331.83
2479,112514.09
2480,145586.92
2481,128129.664
2482,129453.9
2483,102692.516
2484,134878.66
2485,119968.32
2486,153388.14
2487,244740.75
2488,156329.67
2489,159722.94
2490,153458.8
2491,78102.734
2492,194650.66
2493,169630.81
2494,160367.97
2495,85855.61
2496,247729.19
2497,148390.1
2498,102396.14
2499,85224.82
2500,122703.59
2501,131520.31
2502,153380.28
2503,91761.9
2504,196839.36
2505,228762.19
2506,266186.06
2507,280405.62
2508,265050.6
2509,235679.05
2510,233153.11
2511,191069.47
2512,218182.7
2513,231281.39
2514,226646.03
2515,157576.34
2516,190874.81
2517,154507.94
2518,169382.98
2519,226774.73
2520,222220.78
2521,198672.5
2522,238568.8
2523,124786.16
2524,153701.52
2525,152869.78
2526,142638.6
2527,110038.96
2528,123080.56
2529,146722.34
2530,137814.58
2531,253644.95
2532,235136.5
2533,219942.12
2534,232864.69
2535,277222.34
2536,247355.5
2537,228181.12
2538,196658.08
2539,199595.55
2540,199350.44
2541,202381.1
2542,179818.81
2543,135225.6
2544,113400.625
2545,148619.3
2546,136932.45
2547,155591.27
2548,153364.39
2549,184445.38
2550,579240.5
2551,146149.17
2552,122944.41
2553,53261.47
2554,88422.375
2555,106138.98
2556,88582.414
2557,120473.83
2558,180983.84
2559,118713.914
2560,155835.12
2561,125957.914
2562,128793.12
2563,122417.37
2564,188617.25
2565,149853.6
2566,161889.9
2567,127530.3
2568,199431.45
2569,201677.6
2570,121575.97
2571,202409.03
2572,142713.4
2573,232557.53
2574,235353.08
2575,124211.914
2576,128517.66
2577,150451.47
2578,67119.62
2579,42985.94
2580,103290.64
2581,162919.61
2582,116639.75
2583,254762.8
2584,166685.28
2585,225381.16
2586,220216.94
2587,209660.42
2588,138234.06
2589,151616.8
2590,226010.38
2591,263130.44
2592,218075.9
2593,268858.56
2594,173731.92
2595,200883.56
2596,295335.4
2597,213864.5
2598,278944.0
2599,293711.1
2600,222038.84
2601,138899.8
2602,82663.62
2603,98340.99
2604,84469.04
2605,84633.14
2606,158116.23
2607,242878.4
2608,231916.44
2609,182710.75
2610,90102.086
2611,150296.94
2612,171123.34
2613,129794.15
2614,121577.52
2615,156832.55
2616,164751.08
2617,207007.5
2618,233684.27
2619,223971.83
2620,211635.83
2621,189396.84
2622,203178.22
2623,237401.4
2624,293094.0
2625,264058.5
2626,187167.86
2627,160887.38
2628,340944.7
2629,358236.7
2630,298752.28
2631,356554.75
2632,332363.88
2633,259915.73
2634,342924.88
2635,164940.48
2636,208417.53
2637,187781.3
2638,256226.1
2639,198482.58
2640,168724.44
2641,108251.85
2642,191372.95
2643,124809.31
2644,136202.17
2645,108060.945
2646,99138.06
2647,120893.94
2648,143008.03
2649,145675.55
2650,114646.086
2651,145826.69
2652,324124.88
2653,253609.12
2654,259296.55
2655,334506.8
2656,302631.56
2657,295682.94
2658,273725.94
2659,280053.6
2660,307417.84
2661,302953.22
2662,313776.38
2663,280115.9
2664,245177.39
2665,291852.38
2666,262763.72
2667,195661.23
2668,196290.66
2669,198532.56
2670,272253.44
2671,203658.6
2672,206575.25
2673,208573.67
2674,217870.67
2675,176540.62
2676,209584.5
2677,210624.23
2678,256658.72
2679,267807.62
2680,268758.94
2681,331736.06
2682,296861.06
2683,392753.3
2684,292885.56
2685,293656.66
2686,254649.9
2687,278931.66
2688,219778.89
2689,200859.38
2690,346167.03
2691,196321.02
2692,139678.7
2693,216821.88
2694,139561.34
2695,213385.3
2696,200764.64
2697,207369.6
2698,211764.42
2699,176976.97
2700,158555.69
2701,167170.56
2702,133154.48
2703,130464.336
2704,151895.05
2705,105308.38
2706,106282.914
2707,137258.78
2708,119534.85
2709,93343.36
2710,124497.38
2711,298676.94
2712,341051.6
2713,180615.89
2714,157676.02
2715,178810.31
2716,158054.94
2717,215718.28
2718,227887.58
2719,165037.28
2720,190103.78
2721,140125.16
2722,174949.36
2723,162372.44
2724,123281.43
2725,133545.23
2726,145088.22
2727,182241.06
2728,180640.16
2729,149346.22
2730,140117.34
2731,117027.33
2732,118930.74
2733,172878.97
2734,150494.6
2735,132119.28
2736,149323.67
2737,103566.45
2738,143543.78
2739,171023.6
2740,144963.62
2741,141273.89
2742,181267.1
2743,158573.06
2744,170148.27
2745,148415.77
2746,131285.23
2747,151747.45
2748,117093.89
2749,133620.06
2750,119828.45
2751,131113.95
2752,219708.16
2753,183589.05
2754,283501.44
2755,135299.28
2756,95372.06
2757,81819.66
2758,69948.34
2759,147409.94
2760,137905.36
2761,155340.9
2762,152487.9
2763,221577.3
2764,151118.25
2765,274767.03
2766,124021.6
2767,64074.867
2768,116116.24
2769,129036.27
2770,144459.7
2771,98698.164
2772,102930.32
2773,160589.3
2774,132003.36
2775,125567.97
2776,138838.1
2777,150934.83
2778,100406.7
2779,122443.664
2780,94085.414
2781,79795.61
2782,90316.86
2783,82917.375
2784,119833.81
2785,139210.03
2786,48869.1
2787,109049.0
2788,70165.76
2789,188053.58
2790,80033.53
2791,119571.336
2792,51809.93
2793,142739.92
2794,86346.695
2795,104719.016
2796,77956.67
2797,210238.7
2798,119182.38
2799,115277.4
2800,63610.727
2801,91117.06
2802,125702.25
2803,175570.0
2804,125978.0
2805,85066.875
2806,75509.125
2807,160041.77
2808,164846.9
2809,107610.83
2810,128813.64
2811,182101.86
2812,174343.77
2813,182937.3
2814,178451.45
2815,94721.56
2816,208345.3
2817,153038.64
2818,125026.7
2819,178866.3
2820,152442.56
2821,116703.47
2822,200731.34
2823,310306.75
2824,188164.14
2825,182043.25
2826,132043.45
2827,136847.31
2828,247724.75
2829,206565.31
2830,243488.75
2831,193867.67
2832,248272.4
2833,270450.1
2834,224889.94
2835,232854.48
2836,217179.69
2837,175975.3
2838,163062.84
2839,205767.5
2840,207468.89
2841,208144.16
2842,240629.02
2843,154131.97
2844,173246.31
2845,112061.22
2846,220071.81
2847,221842.72
2848,215038.81
2849,213043.06
2850,273166.75
2851,229660.38
2852,243965.8
2853,251445.98
2854,151476.25
2855,212445.31
2856,211095.27
2857,198036.6
2858,213567.94
2859,128706.5
2860,128562.96
2861,142027.48
2862,221149.83
2863,123342.91
2864,250143.27
2865,148236.95
2866,168202.25
2867,82189.7
2868,113758.32
2869,109730.93
2870,151217.33
2871,91996.055
2872,24109.441
2873,99408.24
2874,130198.56
2875,103737.74
2876,161209.84
2877,105399.95
2878,131670.8
2879,143555.75
2880,95096.56
2881,126371.0
2882,150553.94
2883,178350.12
2884,192550.22
2885,165346.1
2886,232990.56
2887,98776.21
2888,122655.73
2889,45085.062
2890,65790.05
2891,146265.52
2892,40907.918
2893,70510.94
2894,40792.87
2895,269079.94
2896,249392.2
2897,207514.0
2898,162479.73
2899,213741.1
2900,177884.73
2901,203877.52
2902,199479.69
2903,302320.7
2904,313643.94
2905,86430.875
2906,215981.94
2907,117994.36
2908,133063.86
2909,159533.56
2910,56436.395
2911,83543.02
